STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,sex,Sex,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FI,Finland,2008,,5.8,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FI,Finland,2009,,5.9,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FI,Finland,2010,,5.9,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FI,Finland,2011,,5.8,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FI,Finland,2012,,5.8,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FI,Finland,2013,,5.9,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FI,Finland,2014,,5.9,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FI,Finland,2015,,5.9,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FI,Finland,2016,,5.6,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FI,Finland,2017,,5.7,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FI,Finland,2018,,5.8,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FI,Finland,2019,,6.1,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FI,Finland,2020,,6.6,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FI,Finland,2021,,6.3,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FI,Finland,2022,,6.5,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FI,Finland,2023,,6.7,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FI,Finland,2024,,6.8,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FR,France,2008,,3.9,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FR,France,2009,,4.0,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FR,France,2010,,3.9,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FR,France,2011,,4.1,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FR,France,2012,,4.1,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FR,France,2013,,4.0,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FR,France,2014,,3.9,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FR,France,2015,,4.0,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FR,France,2016,,4.0,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FR,France,2017,,4.0,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FR,France,2018,,4.1,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FR,France,2019,,4.4,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FR,France,2020,,4.6,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FR,France,2021,,4.6,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FR,France,2022,,4.4,,d,definition differs (see metadata),,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FR,France,2023,,4.6,,d,definition differs (see metadata),,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,FR,France,2024,,4.7,,d,definition differs (see metadata),,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,HR,Croatia,2008,,2.8,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,HR,Croatia,2009,,2.6,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,HR,Croatia,2010,,2.7,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,HR,Croatia,2011,,2.8,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,HR,Croatia,2012,,2.7,,b,break in time series,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,HR,Croatia,2013,,2.9,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,HR,Croatia,2014,,3.3,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,HR,Croatia,2015,,3.3,,,,,
dataflow,ESTAT:HTEC_EMP_NAT2(1.0),"Employment in technology and knowledge-intensive sectors at the national level, by sex (from 2008 onwards, NACE Rev. 2)",A,Annual,T,Total,HTC,High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services),PC_EMP,Percentage of total employment,HR,Croatia,2016,,3.7,,,,,
